id,CNN,KNN,LDA,NN,forest,SVM,xgboost,true class
51860,7,7,7,7,7,7,7,7
28776,4,4,4,4,4,4,4,4
11237,2,1,1,1,1,1,1,1
32199,5,5,5,5,5,5,5,5
52848,7,7,7,7,7,7,7,7
37765,5,5,5,5,5,5,5,5
46098,6,7,7,6,7,7,6,6
26619,1,1,1,1,1,1,1,3
52536,7,7,7,7,7,7,7,7
36784,7,7,7,7,7,7,7,5
31816,5,5,5,5,5,5,5,5
50757,7,7,7,7,7,7,7,7
17258,1,1,1,1,1,1,1,1
15746,1,1,1,1,1,1,1,1
53178,7,7,6,7,7,7,7,7
61397,5,8,7,8,8,8,8,8
54499,7,7,7,7,7,7,7,7
50270,7,7,7,7,7,7,7,7
17540,1,1,1,1,1,1,1,1
15817,1,1,1,1,1,1,1,1
60536,8,8,8,8,8,8,8,8
36310,7,5,5,5,5,5,5,5
38175,5,5,5,5,5,5,5,5
34731,5,0,5,5,5,5,5,5
56347,7,7,7,7,7,7,7,7
52015,7,7,7,7,7,7,7,7
47541,6,6,6,2,6,6,6,6
23276,2,2,1,2,2,2,2,2
51938,7,7,7,7,7,7,7,7
617,7,0,7,0,7,0,0,0
47316,2,1,1,1,1,1,1,6
49934,7,7,7,7,7,7,7,7
54505,7,7,7,7,7,7,7,7
9977,1,1,1,1,1,1,1,1
42490,5,5,5,5,5,5,5,5
17632,1,1,1,1,3,1,1,1
38244,5,5,5,5,5,5,5,5
33740,5,5,5,5,5,5,5,5
53125,7,7,7,7,7,0,7,7
48914,7,7,7,7,7,7,7,7
59172,8,8,8,8,8,8,8,8
1023,0,0,8,0,0,0,0,0
56886,7,7,7,7,7,7,7,7
31566,5,5,5,5,5,5,5,5
22351,1,1,1,1,1,1,1,2
33292,5,5,5,5,5,5,5,5
30351,4,4,4,4,4,4,4,4
60173,8,8,8,8,8,8,8,8
33200,5,5,5,5,5,5,5,5
51514,5,7,7,7,7,7,7,7
33311,6,5,5,5,5,5,5,5
22463,2,1,1,2,3,1,2,2
46655,6,6,6,6,6,6,6,6
26350,1,1,1,3,3,2,3,3
52446,7,7,7,7,7,7,7,7
11373,2,1,1,1,1,1,1,1
1650,0,0,7,0,0,0,0,0
46471,6,6,6,6,6,6,6,6
40106,5,5,5,5,5,5,5,5
11148,1,1,1,1,1,1,1,1
7399,1,1,1,1,1,1,1,1
34719,5,5,5,5,5,5,5,5
23069,2,1,1,2,3,2,2,2
34889,5,5,5,5,5,5,5,5
18520,2,1,1,1,1,1,2,2
24014,2,1,1,1,2,1,1,2
23847,2,2,1,1,2,1,2,2
15768,1,1,1,1,1,1,1,1
15155,1,2,1,1,1,2,1,1
23316,2,1,1,1,1,1,1,2
12195,1,1,1,1,2,1,1,1
4728,1,1,1,1,1,1,1,1
33058,5,5,5,5,5,5,3,5
55314,0,7,7,7,7,7,7,7
22980,2,2,1,2,2,2,1,2
49560,7,7,7,7,7,7,7,7
55934,7,7,7,7,7,7,7,7
42244,5,5,5,5,5,5,5,5
29879,4,4,4,4,4,4,4,4
472,5,0,5,6,6,6,6,0
55333,7,7,7,7,7,7,7,7
19493,2,1,1,1,2,1,1,2
22707,2,1,1,2,2,2,2,2
42787,5,5,5,5,5,5,5,5
45362,5,5,5,5,5,5,5,5
36886,5,5,5,5,5,5,5,5
53842,7,1,1,7,7,7,7,7
58121,2,7,5,6,7,6,7,8
41858,5,5,5,5,5,5,5,5
3632,1,1,1,1,1,1,1,1
4203,2,1,1,1,2,2,2,1
2266,1,2,1,1,1,1,1,1
11823,1,1,1,1,1,1,1,1
26076,1,1,1,1,1,1,1,3
59075,8,8,8,8,8,8,8,8
42129,5,2,1,5,5,1,5,5
33957,5,5,5,5,5,5,5,5
49993,7,7,7,7,7,7,7,7
45181,5,5,5,5,5,5,5,5
2720,1,1,1,2,2,1,1,1
9766,1,1,1,1,1,1,1,1
16650,1,1,1,1,1,1,1,1
40557,5,5,5,5,5,5,5,5
54624,7,7,7,7,7,7,7,7
31164,4,4,4,4,4,4,4,4
19741,1,1,1,1,2,2,2,2
34115,5,5,5,5,5,5,5,5
8156,2,1,1,1,1,2,1,1
26833,1,3,1,3,3,3,3,3
45288,5,5,5,5,5,5,5,5
41625,5,5,5,5,5,5,5,5
51187,0,0,5,0,7,0,0,7
14132,1,1,1,1,1,1,1,1
6369,1,1,1,1,3,1,1,1
50967,7,7,7,7,7,7,7,7
54259,7,7,7,7,7,7,7,7
2410,1,1,1,1,1,1,1,1
48588,7,7,7,7,7,7,7,7
23120,2,2,1,2,2,2,2,2
59195,8,8,8,8,8,8,8,8
30466,4,4,4,4,4,4,4,4
34916,5,5,5,5,5,5,5,5
42758,5,5,5,5,5,5,5,5
18229,2,2,1,2,2,1,1,2
30871,4,4,4,4,4,4,4,4
20943,2,2,1,2,2,2,2,2
20451,2,2,1,2,2,1,2,2
46025,5,7,7,7,7,7,7,6
43408,5,5,5,5,5,5,5,5
36481,5,5,5,5,5,5,5,5
33499,5,5,5,5,5,5,5,5
11748,1,1,1,1,1,1,1,1
59466,8,8,8,8,8,8,8,8
51867,7,7,7,7,7,7,7,7
35992,5,5,5,5,5,5,5,5
51781,7,7,7,7,7,7,7,7
61347,8,8,8,8,8,8,8,8
16675,1,1,1,1,1,1,1,1
42669,5,5,5,5,5,5,5,5
29043,4,4,4,4,4,4,4,4
27599,1,3,1,1,1,1,1,3
30723,4,4,4,4,4,4,4,4
25187,2,2,1,2,2,2,2,2
12705,2,1,1,1,1,1,1,1
2510,1,1,1,1,1,1,1,1
15333,1,1,1,1,1,2,2,1
5285,1,1,1,1,1,1,1,1
37500,5,5,5,5,5,5,5,5
10347,2,2,1,2,2,2,2,1
20784,2,1,1,2,1,2,2,2
1619,7,7,7,7,7,7,7,0
42465,5,5,5,5,5,5,5,5
49912,7,7,7,7,7,7,7,7
5774,1,1,1,1,1,1,1,1
3423,1,1,1,1,1,1,1,1
51651,7,7,7,7,7,7,7,7
48207,6,6,6,6,6,6,6,6
28601,2,3,1,1,3,2,3,3
3179,1,2,1,1,2,1,2,1
46482,6,4,1,6,6,6,6,6
36147,5,5,5,5,5,5,5,5
26740,3,2,1,3,3,2,3,3
16611,1,1,1,1,1,1,1,1
28790,4,4,4,4,4,4,4,4
567,8,0,8,0,0,0,0,0
23124,0,2,1,1,2,1,2,2
60784,8,0,8,8,8,8,8,8
43454,5,5,5,5,5,5,5,5
47223,2,6,1,6,2,6,6,6
20508,2,2,1,1,2,2,2,2
4863,1,1,1,1,1,1,1,1
58969,8,8,8,8,8,8,8,8
56152,7,5,8,8,7,8,7,7
30964,4,4,4,4,4,4,4,4
22344,2,1,1,2,2,1,2,2
28252,1,1,1,1,1,1,1,3
15034,1,1,1,1,1,1,1,1
37565,6,5,7,5,7,5,6,5
17820,1,1,1,1,1,1,1,1
17870,1,1,7,8,1,8,1,1
50166,5,0,7,7,7,7,7,7
55694,7,7,7,7,7,7,7,7
53960,7,7,7,7,7,7,7,7
30649,4,4,4,4,4,4,4,4
15480,1,1,1,1,1,1,1,1
22401,1,1,1,1,1,1,1,2
48656,7,7,7,7,7,7,7,7
22439,1,1,1,1,2,2,2,2
51441,7,7,7,7,7,7,7,7
686,5,0,5,5,0,7,7,0
23579,1,2,1,2,2,2,2,2
16793,1,1,1,1,1,1,1,1
8505,1,2,1,1,1,1,1,1
24419,1,1,1,1,1,1,1,2
38986,5,5,5,5,5,5,5,5
15109,1,1,1,1,1,1,1,1
49424,7,7,7,7,7,7,7,7
11821,1,1,1,1,1,1,1,1
15222,1,1,1,1,1,1,1,1
56475,7,7,7,7,7,7,7,7
22531,7,2,1,1,1,7,1,2
18186,1,1,1,1,3,1,3,2
32358,5,5,5,5,5,5,5,5
35446,5,5,5,5,5,5,5,5
1199,7,7,7,7,7,7,7,0
43679,5,5,5,5,5,5,5,5
51298,7,7,7,7,7,7,7,7
48254,2,1,1,2,1,1,1,6
51780,7,7,7,7,7,7,7,7
55675,7,7,7,7,7,7,7,7
53769,7,7,7,7,7,7,7,7
27808,3,3,1,3,3,3,3,3
17112,6,6,6,6,6,6,6,1
22191,1,1,1,1,1,1,1,2
55815,7,7,7,7,7,7,7,7
2633,1,1,1,1,1,1,1,1
37450,5,5,5,5,5,5,5,5
15650,1,1,1,1,1,1,1,1
34058,5,5,5,5,5,5,5,5
19608,2,1,1,1,2,1,2,2
59653,8,8,8,8,8,8,8,8
54119,7,7,7,7,7,7,7,7
43956,5,5,5,5,5,5,5,5
25622,1,1,1,1,1,1,1,2
25309,1,2,1,1,2,1,1,2
9030,1,1,1,1,1,1,1,1
1147,8,0,0,0,0,0,0,0
43186,5,5,5,5,5,5,5,5
52239,7,7,7,7,7,7,7,7
34194,5,5,5,5,5,5,5,5
60566,8,8,8,8,8,8,8,8
46536,5,6,7,6,6,6,6,6
33727,5,5,5,5,5,5,5,5
34936,5,5,5,5,5,5,5,5
33650,5,5,5,5,5,5,5,5
21741,1,1,1,1,1,1,1,2
16668,1,2,1,1,1,1,1,1
42829,5,5,5,5,5,5,5,5
53343,7,7,7,7,7,7,7,7
20698,1,1,1,1,2,1,1,2
28851,0,4,4,4,6,4,4,4
12207,2,1,1,1,1,2,1,1
3450,1,2,1,2,2,2,2,1
47200,7,6,7,6,6,6,6,6
397,6,0,0,2,7,7,0,0
12253,1,2,1,1,1,1,1,1
29302,4,4,4,4,4,4,4,4
51504,7,7,7,7,7,7,7,7
28002,3,1,1,1,2,3,1,3
23823,2,2,6,6,2,2,6,2
45405,5,5,5,5,5,5,5,5
41265,5,5,5,5,5,5,5,5
14720,2,1,1,1,1,1,1,1
12507,1,1,1,1,1,1,1,1
48502,7,7,7,7,7,7,7,7
33220,5,5,5,5,5,5,5,5
37337,5,5,5,5,5,5,5,5
41822,5,5,5,5,5,5,5,5
47508,1,1,1,2,2,2,2,6
18625,3,3,1,2,3,6,2,2
18216,1,2,1,2,2,2,2,2
11839,1,1,1,1,1,1,1,1
16219,1,1,1,1,1,1,1,1
2882,2,1,1,2,2,2,2,1
59943,8,8,8,8,8,8,8,8
59178,8,8,8,8,8,8,8,8
18244,2,2,1,1,1,1,1,2
4236,2,2,1,1,1,1,1,1
9902,2,1,1,1,2,2,2,1
39016,5,5,5,5,5,5,5,5
2907,2,1,1,1,1,2,1,1
29800,4,4,4,4,4,4,4,4
53912,7,7,7,7,7,7,7,7
14913,1,1,1,1,1,1,1,1
19700,2,1,1,2,2,2,2,2
59248,8,8,8,8,8,8,8,8
3986,3,1,1,1,1,1,1,1
26853,1,1,1,1,1,1,1,3
47522,0,0,7,7,7,0,0,6
21376,2,2,1,2,2,1,2,2
17953,1,1,1,1,1,1,1,1
60129,8,8,8,8,8,8,8,8
41246,5,5,5,5,5,5,5,5
12119,1,1,1,1,1,1,1,1
58259,8,8,8,8,8,8,8,8
6383,1,1,1,2,1,1,1,1
36007,5,5,5,5,5,5,5,5
36192,5,5,5,5,5,5,5,5
58206,8,5,8,8,5,8,5,8
33206,5,5,5,5,5,5,5,5
824,6,0,6,0,7,0,0,0
47742,6,0,5,5,6,5,0,6
55391,7,7,7,7,7,7,7,7
40021,5,5,5,5,5,5,5,5
32570,5,5,5,5,5,6,5,5
31951,5,5,5,5,5,5,5,5
4747,1,1,1,1,1,1,1,1
54932,7,7,7,7,7,7,7,7
36934,5,5,6,5,6,5,5,5
4050,1,1,4,1,1,1,1,1
19848,2,2,1,1,2,2,2,2
58511,8,8,8,8,8,8,8,8
28939,4,4,4,4,4,4,4,4
48148,2,2,1,2,2,2,2,6
47774,6,7,7,6,6,6,6,6
60115,8,8,8,8,8,8,8,8
53456,7,7,7,7,7,7,7,7
15862,2,1,1,1,1,1,2,1
50174,2,2,1,1,1,2,1,7
53239,7,7,7,7,7,7,7,7
47023,0,2,1,2,2,2,2,6
8287,1,1,1,1,1,1,1,1
13239,1,1,1,1,1,1,1,1
6768,1,1,1,1,1,1,1,1
42386,5,5,5,5,5,5,5,5
6566,1,1,1,1,1,1,1,1
16387,1,2,1,1,1,1,1,1
24571,1,1,1,1,2,1,2,2
29934,4,4,4,4,4,4,4,4
34121,5,5,5,5,5,5,5,5
60844,8,8,8,8,8,8,8,8
50319,7,7,7,7,7,7,7,7
855,8,8,7,7,7,7,7,0
52306,7,7,7,7,7,7,7,7
41873,5,5,5,5,5,5,5,5
56999,8,8,8,8,8,8,8,8
53194,7,7,7,7,7,7,7,7
27600,3,3,5,3,3,3,3,3
15628,1,2,1,3,3,1,3,1
24586,2,2,1,2,2,1,2,2
16215,1,1,1,1,1,1,1,1
57198,8,8,8,8,8,8,8,8
46866,6,6,6,6,6,6,6,6
21417,2,2,1,2,2,2,2,2
19460,1,1,1,2,1,1,1,2
36205,5,5,5,5,5,5,5,5
57598,8,8,8,8,8,8,8,8
50713,7,7,7,7,7,7,7,7
24258,2,1,1,2,1,2,1,2
35083,5,5,5,5,5,5,5,5
40296,5,5,5,5,5,5,5,5
44536,5,5,5,5,5,5,5,5
3419,1,1,1,1,1,1,1,1
944,7,7,7,7,7,7,7,0
55081,7,7,7,7,7,7,7,7
34486,5,5,5,5,5,5,5,5
13610,1,1,1,2,1,1,1,1
17070,1,1,1,1,1,1,1,1
18270,2,2,1,2,2,3,2,2
22231,1,1,1,1,1,1,1,2
32120,5,5,5,5,5,5,5,5
51482,7,7,7,7,7,7,7,7
51304,7,7,7,7,7,7,7,7
13399,1,1,1,1,1,1,1,1
17977,1,2,1,1,1,1,1,1
23894,3,2,1,2,2,2,1,2
58661,8,8,8,8,0,0,8,8
11706,2,2,1,2,2,2,2,1
19340,2,2,1,2,2,2,2,2
35675,5,5,5,5,5,5,5,5
21138,2,3,1,2,1,1,2,2
32396,5,5,5,5,5,5,5,5
44677,5,5,5,5,5,5,5,5
55973,7,7,7,7,7,7,7,7
57982,8,8,8,8,8,8,8,8
44436,5,5,5,5,5,5,1,5
17454,1,1,1,2,1,1,1,1
39754,5,5,5,5,5,5,5,5
32500,5,5,5,5,5,5,5,5
61177,8,0,8,8,8,8,8,8
24218,2,2,1,2,2,2,2,2
37273,5,5,5,5,5,5,5,5
28372,2,1,1,3,3,3,3,3
45210,5,5,5,5,5,5,5,5
46455,6,6,6,2,6,6,6,6
18312,1,1,1,1,1,1,1,2
5548,1,2,1,1,1,1,1,1
2924,6,1,1,2,1,1,1,1
14484,1,2,1,2,1,2,2,1
43505,5,5,5,5,5,5,5,5
1735,0,8,8,0,8,0,0,0
55046,7,7,7,7,7,7,7,7
59493,8,8,5,8,8,8,8,8
6344,1,1,1,1,1,1,1,1
23044,2,2,1,2,2,1,2,2
46635,3,6,2,1,5,6,6,6
2109,1,2,1,1,1,1,3,1
27954,3,3,1,3,3,3,3,3
25256,1,2,1,1,1,1,1,2
47112,6,6,5,6,6,6,6,6
49548,7,2,7,7,7,7,7,7
36021,5,5,5,5,5,5,5,5
2562,1,1,1,1,1,1,1,1
11390,2,1,1,1,2,2,2,1
17224,1,1,1,1,1,1,1,1
25508,1,1,1,1,1,1,1,2
11680,3,1,1,1,1,1,1,1
4220,1,1,1,1,1,1,1,1
20533,2,2,1,1,1,1,1,2
29256,4,4,4,4,4,4,4,4
58297,8,8,8,8,8,8,8,8
17138,1,1,1,1,1,1,1,1
21100,2,2,1,2,2,2,2,2
7006,1,1,1,1,1,1,1,1
53080,7,7,7,7,7,7,7,7
45502,6,6,1,6,6,6,6,5
47356,6,6,6,6,6,6,6,6
29009,1,1,1,1,1,1,1,4
53121,7,7,7,7,7,7,7,7
16327,1,1,1,1,1,1,1,1
25624,2,2,1,2,2,2,2,2
8049,1,1,1,1,1,1,1,1
41588,5,5,5,5,5,5,5,5
33319,5,5,5,5,5,5,5,5
2367,1,1,1,1,1,1,1,1
38340,5,5,5,5,5,5,5,5
18627,1,1,1,1,1,2,1,2
22459,1,1,4,1,2,1,2,2
12849,1,1,1,1,1,1,1,1
1283,5,5,0,0,5,0,5,0
36584,5,5,5,5,5,5,5,5
36572,5,5,5,5,5,5,5,5
33667,5,5,5,5,5,5,5,5
24793,6,1,1,6,1,6,6,2
39382,5,5,5,5,5,5,5,5
58842,8,8,8,8,8,8,8,8
19959,2,2,1,2,2,2,2,2
3577,2,2,1,2,1,1,1,1
18241,1,2,1,1,2,2,2,2
57519,8,8,8,8,8,8,8,8
6899,1,1,1,1,2,1,1,1
43673,5,5,5,5,5,5,5,5
49101,7,7,7,7,7,7,7,7
42336,5,5,5,5,5,5,5,5
14965,1,1,1,1,1,1,1,1
9525,1,2,1,1,1,1,2,1
10614,1,1,1,1,1,1,1,1
32605,5,5,5,5,5,5,5,5
8990,1,1,1,1,1,1,1,1
57150,8,8,8,8,8,8,8,8
10368,2,1,1,1,1,2,1,1
59861,8,8,8,8,8,8,8,8
53493,4,4,4,4,4,4,4,7
33214,5,5,5,5,5,5,5,5
52271,7,7,7,7,7,7,7,7
4263,1,1,1,1,1,1,1,1
37930,5,5,5,5,5,5,5,5
36400,5,5,5,5,5,5,5,5
38855,5,5,5,5,5,5,5,5
17582,2,1,1,1,1,1,1,1
43065,5,5,5,5,5,5,5,5
30561,4,4,4,4,4,4,4,4
13793,8,1,1,1,1,1,1,1
61774,8,8,8,8,8,8,8,8
19850,2,2,1,2,2,2,2,2
52796,7,7,7,7,7,7,7,7
26340,6,3,1,1,2,1,1,3
15309,3,1,1,2,2,2,3,1
22862,1,2,1,1,2,1,1,2
32348,5,5,5,5,5,5,5,5
44906,5,5,5,5,5,5,5,5
12037,1,1,1,1,1,1,1,1
21887,2,1,1,1,1,2,1,2
26198,3,3,1,3,3,3,3,3
17821,1,1,1,1,1,2,1,1
44113,5,5,5,5,5,5,5,5
35158,5,5,5,5,5,5,5,5
28151,3,1,1,3,3,3,1,3
60724,8,8,8,8,8,8,8,8
28243,5,5,5,5,5,5,5,3
23820,1,1,1,1,1,1,1,2
15969,1,1,1,1,1,1,1,1
13155,1,1,1,1,1,1,1,1
35519,5,5,5,5,5,5,5,5
13894,1,1,1,1,1,1,1,1
55372,7,7,7,7,7,7,7,7
24035,2,3,1,2,2,2,2,2
35311,5,0,5,5,5,5,5,5
59234,8,8,8,8,8,8,8,8
43579,5,5,5,5,5,5,5,5
56556,7,7,7,7,7,7,7,7
9987,2,2,1,1,1,2,2,1
47437,1,1,1,1,1,1,1,6
16335,1,1,1,1,1,1,1,1
23660,1,1,1,2,2,2,2,2
799,7,8,7,7,0,7,7,0
4531,1,1,1,1,1,1,1,1
16184,2,1,1,1,1,1,1,1
28044,1,3,1,1,1,1,3,3
16178,1,1,1,1,1,1,1,1
37255,5,5,5,5,5,5,5,5
14728,2,1,1,1,1,1,2,1
49280,6,7,6,7,7,7,7,7
26351,1,1,1,3,3,1,3,3
2867,2,1,1,2,1,2,1,1
55157,0,7,7,7,7,0,7,7
34469,5,5,5,5,5,5,5,5
61245,8,8,8,8,8,8,8,8
50243,7,7,7,7,7,7,7,7
11797,1,1,1,1,1,1,1,1
58108,8,8,8,8,8,8,8,8
44156,5,5,5,5,5,5,5,5
95,0,0,7,7,7,7,0,0
16044,1,1,1,1,1,1,1,1
17147,1,1,1,1,1,1,1,1
36333,5,5,5,5,5,5,5,5
21343,1,1,1,1,1,1,3,2
5903,1,1,1,1,1,1,1,1
22136,1,1,1,1,1,1,1,2
33632,5,5,5,5,5,5,5,5
41891,5,5,5,5,5,5,5,5
24789,2,2,1,2,2,2,2,2
45451,5,5,5,5,5,5,5,5
19315,1,2,1,2,2,2,2,2
6834,1,2,1,1,1,1,1,1
51569,7,7,7,7,7,7,7,7
25473,1,1,1,1,2,2,2,2
54784,7,7,7,7,7,7,7,7
16627,2,1,1,1,1,1,1,1
34654,5,5,5,5,5,5,5,5
13655,2,1,1,1,1,2,2,1
51895,7,7,7,7,7,7,7,7
53003,7,7,7,7,7,7,7,7
56119,7,7,7,7,7,7,7,7
61270,5,8,8,8,8,8,8,8
4070,2,2,1,1,1,1,1,1
5315,1,1,1,2,1,1,1,1
17795,2,1,1,1,1,1,1,1
59580,8,8,8,8,8,8,8,8
39204,5,5,5,5,5,5,5,5
46702,2,4,1,6,6,6,6,6
40188,5,5,5,5,5,5,5,5
25898,1,2,1,1,2,1,2,2
38208,5,5,5,5,5,5,5,5
52039,7,7,7,7,7,7,7,7
8738,1,1,1,2,2,2,2,1
1065,8,8,8,8,8,8,8,0
47634,2,2,1,2,2,2,2,6
43395,5,5,5,5,5,5,5,5
39336,0,5,5,5,5,5,5,5
1815,0,7,0,0,0,0,0,0
8962,1,1,1,1,1,1,1,1
26069,3,3,5,3,3,3,3,3
50874,7,7,7,7,7,7,7,7
10035,3,2,1,3,3,3,3,1
60495,8,8,1,8,8,8,8,8
35362,5,5,5,5,5,5,5,5
26247,1,2,1,3,3,1,3,3
18837,1,1,1,2,1,2,1,2
61581,7,7,7,7,7,7,7,8
9108,1,1,1,1,1,1,1,1
49048,0,0,7,0,0,0,0,7
39821,5,5,5,5,5,5,5,5
46114,6,6,6,6,6,6,6,6
40546,5,5,5,5,5,5,5,5
22467,2,1,1,2,2,2,1,2
48051,6,1,1,2,2,2,2,6
47905,6,6,6,6,6,6,6,6
35160,5,5,5,5,5,5,5,5
45357,5,5,5,5,5,5,5,5
59891,8,8,8,8,8,8,8,8
34666,5,5,5,5,5,5,5,5
25516,2,2,1,2,2,2,2,2
23893,2,1,1,1,2,2,1,2
34174,5,7,7,5,5,5,5,5
49223,7,7,7,7,7,7,7,7
46149,6,6,6,6,6,6,6,6
1193,4,4,1,4,1,4,4,0
15960,2,2,1,1,2,1,2,1
26763,2,3,1,3,3,3,3,3
29607,4,4,4,4,4,4,4,4
19272,2,2,1,1,1,2,2,2
58957,8,8,8,8,8,8,8,8
48521,7,7,7,7,7,7,7,7
41438,5,5,5,5,5,5,5,5
908,8,0,8,8,8,8,8,0
22140,1,1,1,1,1,1,1,2
43603,6,5,5,5,5,6,5,5
8047,2,2,1,2,1,2,1,1
22174,6,1,1,1,6,6,6,2
32406,5,5,5,5,5,5,5,5
36081,2,1,7,6,6,6,6,5
6024,1,1,1,1,1,1,1,1
20631,2,2,1,2,1,1,1,2
56740,7,7,7,7,7,7,7,7
25294,1,1,1,1,1,2,1,2
13407,1,1,1,1,1,1,3,1
51427,7,7,7,7,7,7,7,7
10451,1,1,1,1,1,1,1,1
41965,5,5,5,5,5,5,5,5
23857,1,1,1,1,1,1,1,2
13634,1,1,1,1,1,1,1,1
55976,7,7,7,7,7,7,7,7
28509,1,1,1,1,1,1,1,3
40486,5,5,5,5,5,5,5,5
45847,6,6,6,2,6,6,6,6
6740,1,1,1,1,1,2,1,1
53011,7,7,8,7,7,7,7,7
29698,4,4,4,4,4,4,4,4
61490,8,8,8,8,8,8,8,8
26257,3,2,1,3,3,1,2,3
5807,1,1,1,1,1,1,1,1
57062,8,8,8,8,8,8,8,8
10238,2,2,1,2,1,1,2,1
44597,5,5,5,5,5,5,5,5
24656,1,1,1,1,2,2,1,2
25710,1,2,1,2,2,1,2,2
3067,1,1,1,1,1,1,1,1
10455,1,1,1,1,1,1,1,1
30128,4,4,4,4,4,4,4,4
4324,1,1,1,1,1,1,1,1
20500,2,2,1,1,1,1,2,2
28638,3,2,1,3,3,3,3,3
53675,7,7,7,7,7,7,7,7
57522,8,8,8,8,8,8,7,8
26753,3,1,1,1,1,1,1,3
59875,8,8,8,8,8,8,8,8
22428,2,1,1,1,1,1,2,2
21203,2,2,1,1,2,2,2,2
30057,4,4,4,4,4,4,4,4
10332,1,1,1,1,1,1,1,1
22573,2,2,1,2,2,2,2,2
49011,7,7,7,7,7,7,7,7
17984,1,1,1,1,1,1,1,1
26409,3,1,1,3,3,3,3,3
55982,7,7,7,7,7,7,7,7
24616,2,2,1,3,2,2,2,2
15406,1,1,1,1,1,1,1,1
18821,2,2,1,1,2,2,2,2
35404,5,5,5,5,5,5,5,5
5377,1,1,1,1,1,1,1,1
2219,1,1,1,1,1,1,2,1
2355,1,1,1,1,1,1,1,1
7915,1,1,1,1,1,1,1,1
